start_id,end_id,type
W2997591727,A5046730698,WRITTEN_BY
W2997591727,A5057304980,WRITTEN_BY
W2997591727,A5031085857,WRITTEN_BY
W2997591727,A5023292999,WRITTEN_BY
W2997591727,A5088096317,WRITTEN_BY
W2997591727,A5083564992,WRITTEN_BY
W2997591727,A5056576127,WRITTEN_BY
W2997591727,A5082383435,WRITTEN_BY
W2997591727,A5027220078,WRITTEN_BY
W2997591727,A5002306909,WRITTEN_BY
W2997591727,A5026983194,WRITTEN_BY
W2997591727,A5014917008,WRITTEN_BY
W2997591727,A5034896968,WRITTEN_BY
W2997591727,C519991488,RELATED_TO
W2997591727,C41008148,RELATED_TO
W2997591727,C154945302,RELATED_TO
W2997591727,C119857082,RELATED_TO
W2997591727,C199360897,RELATED_TO
W2115252128,A5055606271,WRITTEN_BY
W2115252128,C41008148,RELATED_TO
W2115252128,C519991488,RELATED_TO
W2115252128,C168065819,RELATED_TO
W2115252128,C119857082,RELATED_TO
W2115252128,C73555534,RELATED_TO
W2115252128,C26713055,RELATED_TO
W2115252128,C199360897,RELATED_TO
W2115252128,C154945302,RELATED_TO
W2115252128,C115903868,RELATED_TO
W2115252128,C56666940,RELATED_TO
W2115252128,C2777904410,RELATED_TO
W2115252128,C124101348,RELATED_TO
W2982720039,A5039898629,WRITTEN_BY
W2982720039,C77088390,RELATED_TO
W2982720039,C41008148,RELATED_TO
W2982720039,C154945302,RELATED_TO
W2177870565,A5026141445,WRITTEN_BY
A5026141445,I103922791,AFFILIATED_WITH
A5026141445,I180670191,AFFILIATED_WITH
W2177870565,C71924100,RELATED_TO
W2177870565,C19527891,RELATED_TO
W2177870565,C509550671,RELATED_TO
W2177870565,C177713679,RELATED_TO
W164706946,A5108711177,WRITTEN_BY
W164706946,A5080713659,WRITTEN_BY
W164706946,C41008148,RELATED_TO
W164706946,C45374587,RELATED_TO
W164706946,C154945302,RELATED_TO
W164706946,C119857082,RELATED_TO
W164706946,C50292564,RELATED_TO
W164706946,C61326573,RELATED_TO
W164706946,C163716315,RELATED_TO
W164706946,C77967617,RELATED_TO
W164706946,C11413529,RELATED_TO
W164706946,C121332964,RELATED_TO
W164706946,C62520636,RELATED_TO
W607505555,A5078263052,WRITTEN_BY
A5078263052,I197251160,AFFILIATED_WITH
W607505555,A5112193907,WRITTEN_BY
A5112193907,I151746483,AFFILIATED_WITH
W607505555,C41008148,RELATED_TO
W607505555,C154945302,RELATED_TO
W607505555,C9652623,RELATED_TO
W607505555,C119857082,RELATED_TO
W607505555,C50292564,RELATED_TO
W607505555,C112972136,RELATED_TO
W607505555,C32254414,RELATED_TO
W607505555,C206688291,RELATED_TO
W607505555,C11413529,RELATED_TO
W607505555,C2777601897,RELATED_TO
W607505555,C72134830,RELATED_TO
W607505555,C115903097,RELATED_TO
W607505555,C50644808,RELATED_TO
W607505555,C33923547,RELATED_TO
W607505555,C71924100,RELATED_TO
W607505555,C106159729,RELATED_TO
W607505555,C202444582,RELATED_TO
W607505555,C162324750,RELATED_TO
W607505555,C126838900,RELATED_TO
W4236362309,A5078263052,WRITTEN_BY
A5078263052,I197251160,AFFILIATED_WITH
W4236362309,A5112193907,WRITTEN_BY
A5112193907,I151746483,AFFILIATED_WITH
W4236362309,C41008148,RELATED_TO
W4236362309,C154945302,RELATED_TO
W4236362309,C112972136,RELATED_TO
W4236362309,C32254414,RELATED_TO
W4236362309,C50292564,RELATED_TO
W4236362309,C119857082,RELATED_TO
W4236362309,C2777601897,RELATED_TO
W4236362309,C206688291,RELATED_TO
W4236362309,C72134830,RELATED_TO
W4236362309,C115903097,RELATED_TO
W4236362309,C50644808,RELATED_TO
W4236362309,C71924100,RELATED_TO
W4236362309,C106159729,RELATED_TO
W4236362309,C162324750,RELATED_TO
W4236362309,C126838900,RELATED_TO
W3011460294,A5018030478,WRITTEN_BY
W3011460294,C41008148,RELATED_TO
W3011460294,C154945302,RELATED_TO
W3011460294,C119857082,RELATED_TO
W3011460294,C161164918,RELATED_TO
W3011460294,C11413529,RELATED_TO
W3011460294,C8880873,RELATED_TO
W3011460294,C4935549,RELATED_TO
W2142334564,A5021483518,WRITTEN_BY
A5021483518,I98677209,AFFILIATED_WITH
W2142334564,A5006171154,WRITTEN_BY
A5006171154,I98677209,AFFILIATED_WITH
W2142334564,A5080673459,WRITTEN_BY
A5080673459,I241749,AFFILIATED_WITH
W2142334564,A5111533856,WRITTEN_BY
A5111533856,I130828816,AFFILIATED_WITH
W2142334564,C119857082,RELATED_TO
W2142334564,C154945302,RELATED_TO
W2142334564,C41008148,RELATED_TO
W2142334564,C50644808,RELATED_TO
W2142334564,C2982736386,RELATED_TO
